,job_title,company_name,location,post_date,job_description,salary
46,Data Analyst,PT Dipo Star Finance,Jakarta,Posted 23d ago,"Responsibilities:
Clean and analyze data to identify industry-related trends.
Develop and maintain dashboards to visualize data analysis results.
Collaborate with other department/branch to understand business objectives and requirements.
Utilize the data analysis result to forecast industry trends and build up strategies.

Qualifications:
Bachelor's degree in actuary, mathematics, information system, or any related major.
Fresh graduates are welcome to apply.
Proficient in using Microsoft Office especially Ms. Excel.
Having the ability to operate other data analytic tools will be a plus.
Able to use visualization data tools such as power BI, tableau, or any other similar tools.
Willing to be placed in Head Office: Senayan, Central Jakarta.",Rp 5.800.000 – Rp 7.000.000 per month
47,AI & Software Innovation Engineer,Private Advertiser,Jakarta,Posted 3d ago,"WE’RE HIRING: IT & AI ENGINEER (Profit-Driven Innovation)
We are looking for a highly driven IT professional who doesn’t just build systems — but can turn AI into real business value and measurable profit. If you’ve worked on AI projects or know how to develop AI solutions that impact revenue, we want you on our team.
🔹 Key Responsibilities
Design, develop, and maintain scalable software applications and business solutions.
Develop and implement AI-driven systems, automation tools, and cloud-based solutions to support business operations.
Build AI solutions that improve productivity, reduce operational costs, optimize processes, and create new business value.
Identify business challenges and transform them into technology-driven solutions that contribute to company growth and profitability.
Develop and integrate AI models, APIs, and automation workflows into existing company systems.
Create and manage cloud-based applications/platforms that support business processes and data management.
Collaborate with management and cross-functional teams to analyze requirements and deliver impactful digital solutions.
Lead innovation initiatives by exploring emerging technologies and identifying opportunities for AI adoption.
Perform system testing, debugging, optimization, and continuous improvement.
Maintain documentation, system architecture, and best practices for developed solutions.
🔹 Qualifications
Bachelor’s Degree in Computer Science, Software Engineering, Information Technology, or related field.
Minimum 3+ years experience in software development and AI-related projects.
Proven experience in developing AI solutions, automation systems, or cloud-based platforms for business/company use (portfolio required).
Experience building AI applications that have measurable business impact (efficiency improvement, cost reduction, revenue generation, or process optimization).
Strong programming skills in Python, PHP, JavaScript, or related technologies.
Hands-on experience with AI/ML frameworks such as TensorFlow, PyTorch, LangChain, or similar tools.
Strong knowledge of databases, APIs, system integration, and cloud technologies.
Experience in developing internal tools, dashboards, ERP integration, or business applications is preferred.
Understanding of AI trends, automation, data analytics, and digital transformation.
Strong analytical thinking, problem-solving ability, and business-oriented mindset.
Good communication skills with ability to translate technical solutions into business value.
Preferred:
Experience creating AI platforms/products that have been implemented in previous companies.
Able to propose AI innovation ideas that can become new revenue streams or company profit centers.",Not Available
48,Data Quality Specialist,PT Mindo Small Business Solutions,"Yogyakarta, Yogyakarta Special Region",Posted 9d ago,"🔎 We’re looking for a data detective to shape the OTA landscape!
Are you ready to turn data into action in one of the fastest-growing industries?
We’re looking for a data-driven problem solver who thrives at the intersection of analytics, operations, and product strategy in the OTA (Online Travel Agency) space.
This isn’t just another data job — it’s a chance to gain exposure to both technical problem-solving and business decision-making.
What You’ll Do 
Identify, interpret, analyze OTA marketplace datasets to uncover trends, patterns, and opportunities.
Primarily responsible for analyzing and improving data quality, accuracy, and integrity, with secondary responsibility for executing data entry and maintenance tasks to support business operations.
Partner with cross-functional teams to assess technical, operational, and business opportunities, translating insights into data-driven proposals that enhance products, optimize processes, and support strategic objectives.
What We’re Looking For
Data Skills: SQL (advanced), SoapAPI & RestAPI (basic)
Domain Knowledge: OTA (Online Travel Agency) industry experience is a big plus.
Mindset: Proactive, research-minded, problem-solving, analytical & critical thinking, comfortable in a growing technology & fast-paced working environment.
Communication: Strong written & verbal English (will work in an English language environment).
Location: Willing to work in Yogyakarta during the probation period. Remote working is possible after the probation period.",Rp 3.500.000 – Rp 4.000.000 per month
49,AI & Data Engineer (Analytics-Focused),Hanwha Life Insurance Indonesia,"South Jakarta, Jakarta",Posted 3d ago,"Core Responsibilities:
Build and maintain data pipelines and datasets to support analytics and AI use cases.
Develop simple APIs or services to enable data and AI features.
Perform data analysis to identify trends, issues, and opportunities.
Apply a basic understanding of AI/ML concepts to collaborate effectively with technical teams (no deep research required).
Requirements:
Achievement-oriented with a strong drive to meet targets and deliver results.
Strong selling and negotiation skills.
Proficient in Microsoft Office (and/or office management tools).
Good understanding of business processes.
Bachelor’s degree (S1) in Information Technology, Management, or a related field.
Relevant certifications in Data, AI Enablement, AI, or foundational Machine Learning.
1–2 years of relevant experience.
Experience in roles such as AI Data Support, AI Enablement Engineer, or Analytics Engineer.
Experience with data analysis libraries (e.g., Pandas, NumPy, or similar).
Basic understanding of machine learning concepts.
Familiarity with AI use cases such as chatbots, recommendation systems, or forecasting.
Good command of English (written and spoken)",Not Available
50,Data Engineering Intern,Danone Indonesia,"South Jakarta, Jakarta",Posted 2d ago,"✨ Danone Indonesia is looking for a Data Engineering Intern to join our IT & Data Team!
Kickstart your career in a dynamic environment and gain hands-on experience at our Head Office.
Key Responsibilities:
Analyze and enhance existing Power BI dashboards and reports
Modify and improve data visualization to support business needs
Develop new dashboard mock-ups and reporting solutions
Integrate Power BI with SQL databases using SQL Query and Power Query
Work on assigned projects with the Operations team, including real business use cases
Requirements:
Undergraduate student in Data Engineering, Data Science, Computer Science, or related field
Proficient in SQL Query and Power BI (mandatory)
Experience in data visualization and dashboard creation
Familiar with Microsoft Excel (e.g., VLOOKUP, data processing)
Knowledge of Excel Macros/VBA is an advantage
Strong analytical thinking and attention to detail
Willing to be placed at Danone Indonesia HO - RDTX (Hybrid 4 WFO & 1 WFH).
If you’re interested or know someone who fits this role, apply now and be part of our IT & Data Team!",Not Available
51,IT ANALYST,PT SOS Indonesia,"Karawang, West Java",Posted 2d ago,"Kualifikasi:
✅ Pendidikan minimal S1 Teknik Informatika atau S1 Mekatronika
✅ Memiliki kemampuan analisis yang baik terkait sistem dan proses bisnis, khususnya yang berkaitan dengan General Affairs (GA) dan Health, Safety, Environment (HSE)
✅ Mampu mengoperasikan dan memahami sistem informasi serta teknologi pendukungnya
✅ Memiliki kemampuan komunikasi, koordinasi, dan problem solving yang baik
✅ Memiliki pengalaman di bidang IT, analisis sistem, atau pengembangan aplikasi menjadi nilai tambah
Tanggung Jawab:
🔹 Melakukan analisis kebutuhan sistem dan proses bisnis perusahaan
🔹 Memberikan rekomendasi solusi teknologi untuk meningkatkan efektivitas operasional
🔹 Berkoordinasi dengan user dan tim terkait dalam pengembangan maupun implementasi sistem
🔹 Melakukan monitoring serta evaluasi terhadap performa sistem yang digunakan
🔹 Menyusun dokumentasi analisis dan pengembangan sistem",Not Available
52,MARKET INTELLIGENCE SUPERVISOR,PT Pesta Pora Abadi,Jakarta,Posted 15d ago,"Kualifikasi :
Pendidikan min. S1 (Marketing, Manajemen, Statistik, atau bidang terkait)
Pengalaman di Market Research / Consumer Insights / Market Intelligence
Memiliki kemampuan analisa data dan observasi yang mampu menghasilkan insight bisnis
Berpengalaman dalam riset pasar, analisa tren, dan kompetitor
Mahir menggunakan Microsoft Excel dan PowerPoint / Google Slides
Komunikatif, detail-oriented, dan memiliki kemampuan problem solving yang baik
Penempatan HO Jakarta

Deskripsi Pekerjaan :
Observasi trend Market FnB dan competitor analysis, serta membuat laporan berkala dari hasil observasi.
Observasi trend market Non-FnB, trend viral, dan hal lain diluar poin 1, serta membuat laporan berkala dari hasil observasi.
Melakukan survey konsumen / studi konsumen secara mandiri secara proses keseluruhan (membuat kuesioner, fieldwork, dan reporting).
Menghandle / Memanage Market Research Agency yang bekerja sama dengan Mie Gacoan
Menyusun dan mempresentasikan insight serta rekomendasi kepada stakeholder secara berkala",Not Available
53,Data Analyst Supervisor,PT Wiratara Prima,"South Jakarta, Jakarta",Posted 25d ago,"Kualifikasi:
Minimal S1 Teknologi Informasi/Ilmu Komputer/Sistem Informasi/Statistik/Data Analytics.
Memiliki pengalaman kerja minimal 4 tahun di bidang Data Analytics,Data Management, atau bidang terkait.
Berpengalaman dalam merancang dan mengembangkan dashboard, laporan, serta visualisasi data menggunakan Power BI, Tableau, Looker Studio, atau tools sejenis.
Memahami konsep data modeling, termasuk fact table, dimension table, star schema, dan analytical dataset.
Berpengalaman dalam menggali dan menerjemahkan kebutuhan bisnis menjadi solusi data analytics dan reporting.
Memiliki pengalaman menggunakan AI dalam pekerjaan.
Memahami integrasi data antar sistem.
Memiliki kemampuan analitis, problem solving, dan stakeholder management yang baik.
Mampu mengelola beberapa proyek analytics secara bersamaan serta memastikan penyelesaian pekerjaan sesuai target waktu dan kualitas yang ditetapkan.

Deskripsi Pekerjaan :
Merancang, mengembangkan, dan memelihara analytical data model, termasuk fact table, dimension table, dan dataset KPI.
Mengembangkan, mengoptimalkan, dan memelihara dashboard, laporan, serta visualisasi data untuk mendukung pengambilan keputusan bisnis.
Melakukan ekstraksi, validasi, rekonsiliasi, dan analisis data guna memastikan kualitas, akurasi, dan konsistensi data.
Melakukan monitoring terhadap performa dashboard, kualitas data, serta tingkat penggunaan oleh pengguna dan mengidentifikasi peluang perbaikan.
Melakukan monitoring, coaching, dan penilaian kinerja terhadap tim data analyst.",Rp 10.000.000 – Rp 12.000.000 per month
54,Data Analyst Mandarin Speaker,PT Wook Global Technology,"North Jakarta, Jakarta",Posted 21d ago,"Kesempatan
PT Wook Global Technology mencari Data Analyst Mandarin Speaker yang berpengalaman dan berbakat untuk bergabung dengan tim kami di Jakarta Utara. Sebagai Data Analyst, Anda akan memainkan peran strategis dalam menganalisis data kompleks, memberikan insights bisnis yang berharga, dan mendukung pengambilan keputusan berbasis data di seluruh organisasi. Posisi ini memerlukan kemampuan analitis yang kuat, pemahaman mendalam tentang sistem bisnis, dan keterampilan komunikasi Mandarin yang sangat baik untuk berkolaborasi dengan klien dan tim internasional. Ini adalah posisi fulltime yang berlokasi di Jakarta Utara, yang menawarkan kesempatan untuk bekerja dalam lingkungan teknologi yang dinamis dan inovatif.
Tanggung Jawab
Menganalisis set data besar dan kompleks menggunakan tools analytics dan excell untuk mengidentifikasi tren, pola, dan peluang bisnis yang relevan.
Mengembangkan dan memelihara dashboard dan laporan yang memberikan visibility terhadap key performance indicators (KPI) dan metrik bisnis penting.
Berkolaborasi dengan stakeholder bisnis untuk memahami kebutuhan analitik, mengumpulkan requirements, dan mentranslasikan permintaan menjadi solusi data yang praktis.
Melakukan data cleaning, validation, dan transformation untuk memastikan kualitas data yang tinggi dan akurat untuk analisis lebih lanjut.
Berkomunikasi secara efektif dengan tim internasional dalam bahasa Mandarin untuk menyampaikan findings dan rekomendasi bisnis.
Mendokumentasikan metodologi analisis, insights, dan recommendations dengan jelas untuk presentasi kepada manajemen dan stakeholder.
Mengidentifikasi dan mengusulkan improvement terhadap proses bisnis berdasarkan hasil analisis data.
Berpartisipasi dalam tim cross-functional untuk mendukung inisiatif digital transformation dan business intelligence projects.

Persyaratan
Gelar Bachelor dalam Teknik Informatika, Matematika, Statistik, Sistem Informasi, atau bidang terkait.
Minimal 3-5 tahun pengalaman sebagai Data Analyst atau Business Analyst dalam industri teknologi atau terkait.
Kemampuan bahasa Mandarin yang sangat baik (lisan dan tulis) untuk komunikasi dengan klien internasional.
Keahlian dalam excell dll untuk data manipulation dan analysis.
Pengalaman dengan tools business intelligence seperti Tableau, Power BI, atau sejenisnya.
Pemahaman kuat tentang database management systems dan data warehouse architecture.
Kemampuan problem-solving yang excellent dan perhatian terhadap detail.
Keterampilan komunikasi dan presentasi yang kuat untuk menjelaskan complex findings kepada non-technical stakeholders
Sertifikasi dalam data analytics atau business intelligence adalah keuntungan kompetitif.

Lamar Sekarang
Jika Anda memenuhi kriteria di atas dan tertarik untuk bergabung dengan PT Wook Global Technology, kami mengundang Anda untuk melamar sekarang. Silakan siapkan CV, cover letter, dan portofolio proyek-proyek analitis Anda. Tim Human Resources kami akan menghubungi kandidat yang memenuhi syarat untuk tahap seleksi lebih lanjut.",Not Available
55,AI DATA ANALYST,PT Centrepoint (De-hair Laser & Aesthetics),"East Jakarta, Jakarta",Posted 16d ago,"Deskripsi Pekerjaan
Kami mencari AI Data Analyst yang memiliki kemampuan analisis data, pengelolaan database, serta pengembangan solusi Artificial Intelligence (AI) untuk mendukung operasional dan pelayanan pelanggan/pasien. Posisi ini akan berperan dalam mengelola data perusahaan, mengembangkan sistem AI, serta memastikan komunikasi otomatis kepada pasien berjalan dengan baik dan efektif.

Tanggung Jawab Utama
Mengelola, memelihara, dan memastikan akurasi database perusahaan dan data pasien.
Melakukan pengumpulan, pembersihan, validasi, dan analisis data dari berbagai sumber.
Membuat dashboard, laporan, dan visualisasi data untuk kebutuhan manajemen.
Mengembangkan dan mengimplementasikan solusi berbasis AI untuk meningkatkan efisiensi operasional.
Mengembangkan sistem AI untuk membantu proses komunikasi dan konfirmasi pasien secara otomatis melalui WhatsApp, SMS, Email, atau platform lainnya.
Memastikan data pasien yang digunakan dalam sistem AI selalu akurat, terkini, dan sesuai standar keamanan data.
Menganalisis efektivitas komunikasi AI kepada pasien, termasuk reminder appointment, follow-up treatment, dan survei kepuasan.
Berkolaborasi dengan tim operasional, marketing, untuk mengoptimalkan penggunaan data dan AI dalam mendukung target perusahaan.
Memberikan rekomendasi strategis berdasarkan hasil analisis data untuk mendukung pengambilan keputusan bisnis.
Kualifikasi
Pendidikan minimal S1 Sistem Informasi, Teknik Informatika, Data Science, Statistik, atau bidang terkait.
Memiliki pengalaman minimal 2 tahun sebagai Data Analyst, AI Specialist, atau posisi sejenis.
Memiliki pengalaman dalam implementasi Artificial Intelligence, Machine Learning, atau Generative AI.
Memahami integrasi API dan automation tools untuk kebutuhan komunikasi otomatis kepada pasien/customer.
Menguasai tools visualisasi data seperti Power BI, Tableau, atau Looker Studio.
Menguasai Python menjadi nilai tambah.
Memahami sistem CRM dan database pasien menjadi nilai tambah.
Memiliki kemampuan analitis, problem solving, dan komunikasi yang baik.
Teliti, detail-oriented, dan mampu menjaga kerahasiaan data perusahaan serta pasien.
Keahlian yang Dibutuhkan
Database Management
SQL
Data Analytics
Artificial Intelligence (AI)
Machine Learning
Power BI / Tableau
Python
API Integration
Automation System
CRM Management
WhatsApp Business API
Data Visualization
Target Posisi
Database pasien terkelola dengan akurat dan up-to-date.
Sistem AI mampu membantu proses konfirmasi appointment pasien secara otomatis.
Meningkatkan tingkat kehadiran pasien melalui reminder dan follow-up berbasis AI.
Menyediakan insight dan laporan yang mendukung keputusan bisnis perusahaan.
Meningkatkan efisiensi operasional melalui pemanfaatan data dan teknologi AI.",Rp 6.500.000 – Rp 8.500.000 per month
56,Data Analysis - (Distribution/Trading - Wood Industry),PT Trust Recruit Indonesia,"Analysis & Reporting (Mining, Resources & Energy)",Posted 9d ago,"Responsibilities:
Collect, extract, clean, and validate data from multiple sources to ensure accuracy and consistency.
Analyze large datasets to identify trends, patterns, and actionable business insights.
Prepare regular reports, dashboards, and performance analyses for management and relevant stakeholders.
Develop and maintain data visualizations using Power BI, Tableau, or other reporting tools.
Perform statistical analysis to support business decision-making and operational improvements.
Interpret data findings and provide recommendations to improve business performance.
Collaborate with cross-functional teams to understand reporting requirements and business objectives.
Monitor data quality and resolve data inconsistencies or discrepancies.
Support ad-hoc analysis and reporting requests from management.
Assist in developing and improving data management processes and reporting systems.

Requirements:
Bachelor's Degree in Statistics, Computer Science, Mathematics, Information Systems, Data Science, or a related field.
Fresh graduates are welcome to apply; candidates with at least 1 year of experience in Data Analysis, Reporting, Administration, or a related field are preferred.
Proficient in SQL and Microsoft Excel.
Strong understanding of basic statistical concepts, including:
Mean, Median, and Standard Deviation
Probability Theory
Hypothesis Testing
Regression Analysis
Data Interpretation and Statistical Analysis
Experience in data extraction, data cleaning, and data validation processes.
Familiarity with data visualization tools such as Power BI and Tableau.
Strong analytical thinking and problem-solving skills.
Excellent communication and presentation skills.
Ability to translate data into meaningful business insights and recommendations.
Detail-oriented with a high level of accuracy when handling data.
Willing to be based in Cakung, East Jakarta.",Rp 7.500.000 – Rp 8.000.000 per month
57,Credit Analyst Staff,PT Anugerah Digital Indonesia,"South Jakarta, Jakarta",Posted 15d ago,"📌 Placement:
Kuningan, Jakarta Selatan

🖥️ Responsibilities:
Memeriksa keakuratan, keabsahan, dan kelengkapan dokumen yang diajukan oleh calon debitur.
Menganalisis risiko calon debitur menggunakan data internal sistem serta SLIK OJK / PEFINDO (Credit Bureau).
Memastikan calon debitur memiliki kemampuan untuk membayar pinjaman sesuai dengan syarat dan ketentuan yang berlaku.
Menyusun catatan, rekomendasi, atau laporan komprehensif untuk membantu proses evaluasi awal calon debitur.
Mengambil keputusan akhir yang objektif terkait persetujuan (approval) atau penolakan (rejection) pengajuan pinjaman.
Memastikan seluruh proses analisis dan persetujuan kredit berjalan lancar serta mematuhi regulasi yang berlaku.
💡 Qualifications:
Minimal lulusan Diploma (D3) atau Sarjana (S1) dari semua jurusan.
Memiliki pengalaman kerja minimal 1 tahun di bidang/spesialisasi Credit Analys.
Diutamakan memiliki pengalaman kerja di industri P2P Lending (Fintech Pendanaan).
Memiliki kemampuan yang kuat dalam menganalisis dan memverifikasi data keuangan/kredit.
Memiliki keterampilan komunikasi yang baik dan berorientasi pada pelayanan (hospitality).
Mampu bekerja di bawah tekanan, adaptif terhadap target perusahaan, serta dapat bekerja secara mandiri maupun di dalam tim.
Bersedia bekerja lembur jika dibutuhkan oleh target perusahaan serta bersedia jika dibutuhkan bekerja di hari libur nasional.
Bersedia ditempatkan di kantor Mega Kuningan, Jakarta Selatan.",Not Available
58,AI Engineer,PT Harmoni Dinamik Indonesia,"Central Jakarta, Jakarta",Posted 18d ago,"Key Responsibilities
• Build and deploy AI-powered solutions to drive business innovation and efficiency
• Develop Machine Learning models, chatbots, and intelligent automation tools
• Transform data into actionable insights, predictions, and recommendations
• Integrate AI systems with databases and cloud platforms (SQL Server & GCP)
• Collaborate with Product, Engineering, and Data teams on impactful AI initiatives
• Monitor and optimize AI model performance for continuous improvement
• Explore cutting-edge technologies such as Generative AI, LLMs, RAG, and Agentic AI

Requirements
• Bachelor's/Master's degree in Computer Science, AI, Data Science, or related field
• 3+ years of experience in AI/ML Engineering or Data Science
• Strong Python & GCP expertise
• Experience with LLMs, Generative AI, RAG & Vector Databases
• Skilled in AI-driven analytics, automation, and predictive modelling
• Strong problem-solving and collaboration skills
• E-commerce, consumer products, or recommendation engine experience is a plus",Not Available
59,Mine Analyst,PT. Berkat Maritim Abadi,"North Barito, Central Kalimantan",Posted 16d ago,"KUALIFIKASI MINE ANALYST
Pendidikan minimal S1 Teknik Pertambangan, Geologi, Statistika, Teknik Industri, atau jurusan terkait.
Memiliki pengalaman dalam analisis data operasional tambang dan pelaporan kinerja produksi.
Memahami KPI operasional tambang, produktivitas alat, cycle time, fuel consumption, dan pencapaian target produksi.
Mahir menggunakan Microsoft Excel untuk pengolahan, analisis, dan pelaporan data.
Mampu mengoperasikan Power BI atau software analisis data lainnya menjadi nilai tambah.
Memiliki kemampuan analitis yang kuat, teliti, serta mampu menyusun laporan dan rekomendasi berbasis data.
Mampu berkomunikasi dan berkoordinasi dengan berbagai departemen untuk mendukung pengambilan keputusan operasional.",Rp 10.000.000 – Rp 12.000.000 per month
60,Data Analyst,PT GLOBAL JET EXPESS (Cabang Lampung),"Bandar Lampung, Lampung",Posted 7d ago,"Position : Data Analyst
Lokasi : Bandar Lampung
Employee Type : Full-time
Report to : Manager Network Management
Work Arrangement : WFO / On-Site
Data analyst bertanggung jawab dalam mengolah, menganalisis, dan menginterpretasikan data operasional logistik untuk menghasilkan insight yang mendukung peningkatan efisiensi pengiriman, optimalisasi rute, pemanfaatan armada, produktivitas gudang, serta peningkatan kualitas layanan pelanggan.
Kualifikasi
Pendidikan min. S1 jurusan Statistik, Matematika, Teknik Industri, Sistem Informasi, Supply Chain Management, Data Science atau bidang terkait
Memiliki pengalaman min. 2-3 tahun sebagai Data Analyst, Business Analyst atau Operational Analyst
Diutamakan memiliki pengalaman di industri ekspedisi, logistik, transportasi, e-commerce fulfillment, atau supply chain
Mahir menggunakan SQL untuk data extraction, data analysis dan penggunaan tools visualisasi data seperti Power BI, Tableau, atau Looker Studio
Menguasai Microsoft Excel tingkat lanjut (Pivot Table, Power Query, VBA) dan memahami konsep database, ETL, data warehouse dan data quality
Memiliki kemampuan analitis, problem solving yang kuat, teliti, detail serta mampu mengelola banyak prioritas dan deadline
Job Description
Memantau performa pengiriman berdasarkan KPI yang telah ditetapkan
Mengidentifikasi penyebab keterlambatan pengiriman dan bottleneck operasional
Memberikan rekomendasi perbaikan berbasis data untuk meningkatkan SLA dan produktivitas
Mengembangkan dashboard interaktif menggunakan Power BI/Tableau
Menyajikan insight bisnis dalam bentuk visualisasi yang mudah dipahami
Mendukung tim operasional dalam pengambilan keputusan berbasis data terkait alokasi kurir, kendaraan, dan kapasitas hub
Melakukan data cleansing dan investigasi apabila ditemukan anomali data
Melakukan root cause analysis terhadap masalah operasional
Mengusulkan dan memonitor implementasi improvement project berbasis data untuk meningkatkan produktivitas dan kualitas layanan",Not Available
61,Data Analyst Staff,PT Global Jet Express (Cabang Jakarta),"North Jakarta, Jakarta",Posted 19d ago,"We are looking for a detail-oriented and analytical Data Analyst to support our teams.
In this role, you will be responsible for managing large volumes of data, identifying and resolving data-related issues, creating accurate reports, and providing actionable insights to support business decisions and operational improvements.

Qualifications:
Bachelor's degree in Mathematics, Information Technology, Statistics, Business Analytics, or a related field.
Minimum 1 year of experience in data analysis, reporting, data management, or a similar role.
Advanced proficiency in Microsoft Excel, including Pivot Tables, IF, VLOOKUP/HLOOKUP, XLOOKUP, SUMIFS, and other analytical functions.
Strong analytical, problem-solving, and data interpretation skills.
Detail-oriented with the ability to manage large datasets accurately.
Excellent communication, interpersonal, and time management skills.
Able to work independently and perform well under pressure.
Experience in the logistics, e-commerce, or supply chain industry is a plus.
Responsibilities:
Analyze operational, shipping, and customer data to identify trends, issues, and business opportunities.
Investigate and resolve data-related discrepancies by coordinating with relevant departments.
Prepare accurate and timely reports to support operational and business decision-making.
Develop and maintain data management, reporting, and analysis processes.
Consolidate and validate large datasets to ensure data accuracy and consistency.
Generate actionable insights and recommendations based on data analysis.
Support our teams with ad hoc data requests and reporting needs.",Not Available
62,Data Analyst,PT Nusantara Sakti Group (JAKARTA),"West Jakarta, Jakarta",Posted 17d ago,"Kualifikasi:
Pendidikan minimal S1 jurusan Statistika, Matematika, Accounting, Aktuaria, Sistem Informasi, Teknik Informatika dan jurusan relevan lainnya
Pengalaman minimal 1–3 tahun sebagai Data Analyst / Business Analyst (fresh graduate dipersilakan melamar jika memiliki background pengalaman yang kuat)
Menguasai Excel minimal intermediate , kemampuan SQL / Power BI / Tableu menjadi nilai tambah
Memiliki kemampuan analisis dan problem solving yang baik
Mampu menganalisa data dalam jumlah besar dan membuat forecasting
Inisiatif, Komunikatif dan Detail-oriented
Memiliki ketertarikan dan pemahaman tentang dunia bisnis
Memahami Business Process Management menjadi nilai tambah
Penempatan Jakarta Barat

Deskripsi Pekerjaan:
Mengumpulkan, mengolah, dan menganalisis data dari berbagai sumber untuk mendukung kebutuhan bisnis
Mengidentifikasi tren, pola, dan insight dari data untuk membantu pengambilan keputusan
Mampu mengolah, menganalisa, mengintepretasi, dan memvisualisasi data sesuai bisnis/divisi yang menjadi tanggung jawab
Memberikan rekomendasi strategis berdasarkan hasil analisis
Menerjemahkan konsep improvement bisnis menjadi kebutuhan sistem (system requirement)
Berkoordinasi dengan tim IT untuk memastikan pemahaman kebutuhan sistem sesuai dengan konsep bisnis
Melakukan analisa ulang apabila hasil penerapan belum sesuai ekspektasi, sehingga terbentuk pola continuous development / continuous improvement agar sistem dan proses terus berkembang secara berkelanjutan.
Berkolaborasi dengan tim bisnis untuk memahami kebutuhan data dan KPI
Mempersiapkan laporan bulanan, triwulan, dan tahunan",Rp 7.000.000 – Rp 10.000.000 per month
63,DATA ANALYST,Kompas Gramedia Group of Manufacture,"Purwakarta Regency, West Java",Posted 3d ago," Kualifikasi:
Pendidikan S1 Statistika
Memiliki kemampuan analisa, pengolahan dan perencanaan data yang baik
Memiliki kemampuan komunikasi & kemampuan presentasi yang baik",Not Available
64,Data Analyst - PayLater,PT Trinusa Travelindo,Banten,Posted 19h ago,"Job Description
We are seeking a high-caliber Data Analyst who will serve as a key thinking partner to the business. Our focus is on growing a sustainable lending business by providing our customers with a responsible and convenient form of credit. In this role, you will play a key part in delivering actionable insights to help drive critical business decisions. If you’re a team player with a passion for data and analytics, we’d love to have you on board!
Our techstack: BigQuery, dbt, Python, Github, Tableau, Looker Studio, Google Cloud Build
Main Responsibilities
Understand PayLater business, our customers, collection strategies.
Collaborate closely with PMs and collection team to enable new features and optimize collection strategies through analysis and A/B experiments. Present findings clearly through written narratives, documents, dashboards and during stakeholder discussions. 
Collaborate with Data Science team to maintain and enhance collection model and scorecards. 
Maintain key management metrics and develop dashboards not just for monitoring, but to produce actionable insights that decision makers can use to steer the business.
Develop ETL pipelines within a robust framework that is highly automated and does not require a large team to maintain and monitor
Qualifications
2-5 years of experience in analytics with at least a Bachelor's degree in a quantitative field.
Proficiency in SQL and data visualization tools (e.g. Tableau, Looker, Power BI).
Strong skills in Python or R for data analysis and modeling
Experience with A/B testing and experiment design.
Excellent communication skills to convey complex analyses to non-technical stakeholders.
Ability to translate business problems into analytical solutions and actionable recommendations.
Experience in fintech industries/consumer lending business is preferred.",Not Available
65,Data Analytic Outsource (12 months),PT Asuransi Allianz Life Indonesia,Jakarta,Posted 1d ago,"To conduct the review of e-tarif and e-billing from the hospital that will be onboard with e-tarif and e-billing settings
To do the enhancement for the macro settings if there's any new logic in the non-fix e-tarif e-billing from the hospital

Job Requirements:
Educational background from major Information Technology
Have at least 1-2 years experience to use Macro VBA Excel
Have at least 1-2 years experience to use Database Query SQL / Microsoft Access, etc.",Not Available
66,Sales Data Analyst,PT Forisa Nusapersada,"North Jakarta, Jakarta",Posted 22d ago,"A vacant position as a Sales Data Analyst based in Head Office – PT Forisa Nusapersada
Join our team today In this role, you will:
• Using specialist tools to extract the data needed
• Responding to data-related queries and keeping track of these
• Analysing data to identify trends
• Setting up processes and systems to make working with data more efficient
• Researching new ways to make use of data
• Producing reports and charts
• Presenting information generated from data to User
Job Requirements :
• Bachelor’s degree in Marketing, Statistics, Economics, Data Science, or related field
• 1–3 years in data analysis, preferably sales function
• Proficiency in Excel (Excel Macro), SQL, and data visualization tools (Power BI, Tableau, Google Data Studio)
• Strong ability to interpret complex datasets, identify trends, and provide actionable insights
• Excellent written and verbal communication skills to present findings clearly to nontechnical stakeholders
• To be placed in Kelapa Gading – North Jakarta",Not Available
67,Business Analyst Staff / Inventory Control Staff / Data Analyst Staff,PT Sukanda Djaya,"Cibitung, West Java",Posted 1d ago,"We're Hiring!
Join Our Team!
We are looking for talented and motivated professionals to join our team for the following positions:
Business Analyst Staff
Inventory Control Staff
Data Analyst Staff
Job Purpose
Support business decision-making by processing and analyzing data, generating accurate and timely reports, and contributing to cross-functional projects to fulfill operational and management requirements.
Key Responsibilities
Process, analyze, and interpret data to produce routine and ad hoc reports accurately and within established timelines.
Support the execution and coordination of projects to ensure successful and timely completion.
Collaborate with users and stakeholders to accommodate reporting requests, analytical improvements, and system enhancements.
Identify opportunities to improve workflow efficiency and administrative processes related to data management and analysis.
Conduct research and benchmarking to implement best practices in data analysis, reporting, and project management.
Qualifications
Bachelor's degree in Management, Business Administration, Accounting, Industrial Engineering, Information Systems, or other related fields.
Minimum GPA of 3.00.
At least 1 year of experience in Business Analysis, Data Analysis, Inventory Control, or Project Management.
Strong proficiency in Microsoft Excel (advanced formulas, Pivot Tables, Lookup functions, and other data analysis tools).
Strong analytical thinking, problem-solving skills, and attention to detail.
Good communication and interpersonal skills with the ability to collaborate across departments.",Not Available
