,job_title,company_name,location,post_date,job_description,salary
105,Data Support (Makassar),PT Depoguna Bangunan Online,Administrative Assistants (Administration & Office Support),Posted 2d ago,"Kualifikasi:
Berpengalaman min. 2 th di bidang Project support, terbiasa memahami proses yang berjalan.
Berpengalaman melakukan support pelaksanaan project mulai dari data setting, mapping data, pengecekan integrasi data ke system sampai dengan sosialisasi event terlaksana.
Berpengalaman dalam menangani masalah dan perubahan-perubahan yang terkait dengan aktivitasnya secara tepat sehingga isu-isu yang ada tersebut dapat terselesaikan.
Berpengalaman dalam melakukan monitoring terhadap fitur/proses yang berjalan pada project.
Terbiasa dalam menyediakan laporan-laporan terkait yang dibutuhkan oleh manajemen.",Not Available
106,Data Analyst,CV Setia Agung Pratama,"Bandung, West Java",Posted 11d ago,"Data Analyst Staff

Tanggung Jawab Utama
1. Data Analysis & Business Reporting
Mengolah dan menganalisis data penjualan (Sell In & Sell Out) dari berbagai produk dan channel distribusi.
Membuat laporan harian, mingguan, dan bulanan terkait performa penjualan, pencapaian target, dan aktivitas sales.
Menyusun laporan pencapaian omset berdasarkan distribusi, area, dan project.
Melakukan analisis Lost Order, Effective Calls, dan produktivitas sales.
2. Dashboard Development & Monitoring
Mengembangkan dan memelihara dashboard penjualan dan distribusi.
Membuat dashboard monitoring penjualan per Produk.
Membuat dashboard performa distribusi dan aktivitas sales.
Menyediakan visualisasi data untuk mendukung pengambilan keputusan manajemen.
3. Sales Performance Analysis
Monitoring pencapaian target penjualan per salesman dan area distribusi.
Menganalisis tren penjualan produk dan performa distribusi.
Monitoring program insentif sales dan efektivitas program promosi.
Melakukan evaluasi pencapaian produk unggulan dari berbagai principal.
4. Inventory & Supply Chain Analysis
Monitoring stok barang dan pergerakan inventory.
Menganalisis stok tidak bergerak (slow moving stock).
Membuat laporan stock opname dan hasil audit stok.
Menyusun laporan produksi dan supply chain untuk kebutuhan operasional.
5. Master Data Management
Mengelola dan memperbarui master data customer dan produk.
Memastikan kualitas, akurasi, dan konsistensi data pada sistem perusahaan.
Mengelola database produk dan customer
6. Sistem & Program Sales
Mengelola akun dan data pada Sistem.
Monitoring aktivitas kunjungan sales.
Menyediakan laporan aktivitas sales secara berkala.
7. Reporting
Menyusun dan mengirim laporan sell out
Menyediakan laporan performa produk dan distribusi sesuai kebutuhan.

*Pengetahuan/Pengalaman dengan Odoo akan menjadi nilai plus.",Rp 4.700.000 – Rp 5.500.000 per month
107,Excel IT Profesional,PT QL Feed Indonesia,Help Desk & IT Support (Information & Communication Technology),Posted 1d ago,"Gambaran Umum Pekerjaan
Kami mencari profesional Excel IT yang berpengalaman dan terampil untuk bergabung dengan tim teknologi informasi kami di PT QL Feed Indonesia. Sebagai Excel IT Profesional, Anda akan memainkan peran strategis dalam mengoptimalkan penggunaan Excel dan alat analitik data untuk mendukung operasional bisnis perusahaan. Posisi ini melibatkan pengelolaan database, analisis data kompleks, dan pengembangan solusi berbasis Excel yang meningkatkan efisiensi proses bisnis. Jabatan ini adalah posisi fulltime yang berlokasi di Bekasi, Jawa Barat, dengan fokus pada pengembangan dan administrasi database.
Tanggung Jawab Utama
Mengembangkan dan memelihara spreadsheet Excel kompleks yang terintegrasi dengan sistem database perusahaan untuk mendukung pengambilan keputusan bisnis.
Melakukan analisis data menyeluruh menggunakan fitur advanced Excel seperti pivot tables, VLOOKUP, dan formula kompleks untuk mengidentifikasi tren dan insight bisnis.
Mengelola administrasi database operasional dan memastikan integritas data serta akurasi informasi yang tersimpan.
Mengoptimalkan performa query dan proses data extraction untuk meningkatkan kecepatan dan efisiensi pengolahan informasi.
Membangun dashboard dan report interaktif menggunakan Excel dan tools visualisasi data untuk memudahkan monitoring KPI perusahaan.
Melakukan troubleshooting terhadap masalah teknis yang berkaitan dengan Excel, database, dan sistem informasi terkait.
Berkolaborasi dengan departemen lain untuk memahami kebutuhan data dan menyediakan solusi yang tepat dan tepat waktu.
Melakukan dokumentasi lengkap terhadap proses, prosedur, dan sistem yang dikembangkan untuk keperluan maintenance dan knowledge transfer.

Keterampilan, Kualifikasi, dan Pengalaman yang Dibutuhkan
Minimal 3-5 tahun pengalaman sebagai Excel Profesional, Database Administrator, atau posisi sejenis di bidang teknologi informasi.
Pendidikan formal: Diploma atau Sarjana dalam bidang Teknologi Informasi, Sistem Informasi, Teknik Informatika, atau disiplin ilmu terkait.
Menguasai Microsoft Excel secara mendalam, termasuk penggunaan macro, VBA, pivot tables, dan analisis data kompleks.
Pengalaman dalam administrasi database dan querying menggunakan SQL atau bahasa pemrograman database lainnya.
Keahlian dalam data visualization dan business intelligence tools seperti Power BI atau Tableau.
Pemahaman mendalam tentang prinsip-prinsip database design, normalisasi data, dan best practices manajemen database.
Kemampuan analitik yang kuat dengan pemikiran logis untuk menyelesaikan masalah teknis yang kompleks.
Keterampilan komunikasi yang baik untuk menyampaikan insight data kepada stakeholder non-teknis.
Pengalaman dengan sistem operasi Windows dan Linux adalah nilai tambah.
Sertifikasi Microsoft Office Specialist atau sertifikasi database management dianggap sebagai kualifikasi tambahan yang berharga.

Jika Anda memiliki kualifikasi yang sesuai dan tertarik untuk bergabung dengan tim PT QL Feed Indonesia, kami mengundang Anda untuk mengirimkan CV, surat lamaran, dan portfolio pekerjaan Anda. Lamar sekarang dan jadilah bagian dari tim profesional kami yang dinamis dan berinovasi!",Not Available
108,IT Business Analyst,PT Fan Integrasi Teknologi,"Central Jakarta, Jakarta",Posted 12d ago,"Qualifications:
1. Minimum education S1
2. Department of IT / SI / Physics / Statistics / Mathematics / Industrial Engineering / Business
4. Understand FSD, TSD, and ERD
5. Experts have experience as an IT Business Partner/IT Business Analyst or similar in at least one of the areas of knowledge (a) credit, (b) wholesale, (c) digital banking, (d) human resource, (e) finance, (f) funding, (g) regulatory, (h) Digital IT Operation, (i) Treasury, (j) Service & Quality Banking

Job description :
1. Able to design systems, databases, business processes, applications, and test programs
2. Able to coordinate business user and programmer team in a project
3. Have knowledge to identify, evaluate, operational processes and procedures find answers, integrity and willing to learn
4. Able to work independently or in a team

What We're Looking For: Strong analytical and problem-solving skills | Excellent communication and stakeholder management abilities | High integrity and willingness to learn | Ability to adapt in a fast-paced project environment.",Not Available
109,Data Science-Risk Modelling,PT KREDIT PLUS TEKNOLOGI,"Tangerang, Banten",Posted 23d ago,"A. Tanggung Jawab Utama dan Instruksi Kerja
Berkemampuan untuk membangun model algoritma yang dapat digunakan untuk menyaring (screen out) risiko fraud, risiko kredit, probabilitas pembayaran atas penagihan, Credit Product Response Rate, mampu secara independen menyelesaikan pekerjaan end to end mulai dari data mining, feature derivation hingga algorithm modelling, monitoring dan assemen kinerja modelling hingga pembaruan modelling secara periodik.
Bekerja sama erat dengan IT Division dan Risk Policy Analyst Staff, memastikan model di deploy dalam sistem secara akurat dan efektif
Mengusulkan perbaikan pengendalian risiko produk secara end-to-end (termasuk namun tidak terbatas pada Kebijakan Anti fraud, Prosedur Assesmen Risiko Kredit serta Kebijakan Screening Kebijakan dan SOP Analisa Kredit Manual, Limit Kredit dan lain lain)
Melakukan monitoring berkala  untuk data terhadap kinerja implementasi kebijakan pengendalian risiko,membuat dan memperbarui laporan yang mana akan menjadi landasan pengambilan keputusan oleh manajemen terhadap produk lending
Melakukan analisa data kredit dan survey perilaku pengguna sasaran, agar dapat dari waktu ke waktu dapat  melakukan penyesuaian Kebijakan Pengendalian Risiko serta terus mengimplementasikan data dari sumber pihak ketiga yang legal untuk melakukan penyempurnaan Kebijakan Pengendalian Risiko untuk memastikan rasio persetujuan penyaluran dan kualitas aset/penerima dana selalu sesuai RAC/RA
Memberi bimbingan kepada Credit Analyst Staff untuk memastikan SOP Analisa Kredit dijalankan dengan tepat dan efektif;
Memelihara dan memperbarui risk register perusahaan sesuai dengan perkembangan aktivitas bisnis dan profil risiko terbaru.
B. Wewenang
Memantau secara berkala terhadap Efek model: dievaluasi dan dinilai dari parameter Kolmogorov Smirnov (KS) dan Area Under Curve (AUC) secara berkala;
Memastikan rasio keterlambatan pembayaran pinjaman dapat mencapai target di samping memastikan pula rasio persetujuan penyaluran terjaga dengan implementasi kebijakan pengendalian risiko;
Menentukan klasifikasi tingkat risiko borrower (risk grading/scoring) sebagai dasar penetapan syarat pembiayaan dan mitigasi risiko.
Melakukan pemantauan portofolio pembiayaan secara berkala untuk mengidentifikasi potensi penurunan kualitas kredit (early warning system).
Menyusun laporan analisis risiko, tren pembiayaan, serta rekomendasi perbaikan kebijakan kepada manajemen.
Menjalankan kewenangan lain yang relevan dengan fungsi manajemen risiko sesuai dengan kebijakan Direksi dan peraturan perusahaan.",Rp 9.040.000 – Rp 10.000.000 per month
110,JUNIOR INVENTORY ANALYST,PT Sany Makmur Perkasa,"West Jakarta, Jakarta",Posted 9d ago,"Tanggung Jawab :
Menganalisis tren penjualan dan tingkat perputaran untuk meramalkan permintaan di masa mendatang.
Mengawasi stock harian untuk memastikan ketersediaan produk sesuai dengan tingkat layanan target.
Menerapkan metode perhitungan stock—seperti perhitungan safety stock, analisis ABC, dan Min - Max Stock—untuk menjaga tingkat stok yang seimbang.
Menyusun laporan KPI Bulanan

Kualifikasi :
Pendidikan min D3/S1.
Pengalaman minimal 1-2 tahun dalam analisis sparepart, lebih disukai di industri ALAT BERAT.
Mahir dalam Microsoft Excel, termasuk rumus tingkat lanjut dan tabel pivot.
Memiliki Keterampilan komunikasi yang sangat baik dengan kemampuan untuk menyajikan data kompleks secara jelas dan ringkas.
Pengetahuan tentang SAP untuk analisis data merupakan nilai plus.
Penempatan di Jakarta Barat (kalideres).",Not Available
111,Claim Analyst,PT Prudential Life Assurance,Jakarta,Posted 24d ago,"This position may be assigned to handle either Cashless or Reimbursement claims, depending on business needs.
Responsibilities:
Verify & analyze Hospitalization Claim 
Calculating the hospitalization claim based on the provision policy and benefit plan of the insured. 
Improvement in product & system knowledge
Do proper claim process analysis based on the claim’s guideline and policy provision
Maintenance and improvement service standard
Handling complaint and error
Requirements:
D4/S1 from Medical background (Nurse, Pharmacy, Midwifery)
Good medical knowledge and analytic thinking
Good problem-solving skill
Good communication skill
Willing to work on shift",Not Available
112,Data Scientist for Production Staff (CODE : PROD DA),PT Panasonic Gobel Energy Indonesia (PECGI),"Bekasi Regency, West Java",Posted 18d ago,"About the role

We are seeking a talented Data Scientist to join our dynamic Production team at PT Panasonic Gobel Energy Indonesia (PECGI) in Cikarang, Bekasi Regency, West Java. As a fulltime employee, you will play a crucial role in driving data-driven decision making and optimising our production processes.
What you'll be doing
Collect, analyse and interpret data from various production systems to identify trends, patterns and opportunities for improvement
Develop and maintain reporting dashboards to provide real-time visibility into production performance
Collaborate with cross-functional teams to implement data-driven solutions that enhance efficiency and productivity
Assist in the design and development of database structures to support the organisation's data management needs
Provide data-driven recommendations to management to drive strategic decision making
Stay up-to-date with the latest data analysis tools and techniques to continuously improve processes
What we're looking for
D3/S1 Majoring in Data Science, Information Technology, Computer Science, Mathematic or Statistic
Proficient in data analysis tools and techniques, including Phyton, SQL, Excel, and data visualization software
Strong problem-solving and critical thinking skills with the ability to interpret data and draw meaningful insights
Excellent communication and presentation skills to effectively convey data-driven insights to stakeholders
Familiarity with production processes and an understanding of manufacturing operations
Attention to detail and a keen interest in continuous improvement

If you are ready to embark on an exciting data-driven journey with us, we encourage you to apply now.",Not Available
113,Sales Data Analyst Staff,PT Asia Sakti Wahid Foods Manufacture,"Medan, North Sumatra",Posted 30d+ ago,"PT. Asia Sakti Wahid Foods Manufacture (ASW Foods) merupakan salah satu perusahaan manufaktur biskuit dan wafer berskala nasional dengan brand ""HATARI"" yang telah dikenal dengan baik oleh keluarga di Indonesia. Kami mengundang tenaga profesional untuk bergabung dengan tim kami yang luar biasa sebagai Sales Data Analyst Staff di Medan. Jika Anda memiliki passion dalam menganalisis data penjualan dan mengubahnya menjadi wawasan strategis, mari bergabung bersama kami!

Tugas dan Tanggung Jawab:
Mengumpulkan, membersihkan, dan mengelola data penjualan dari berbagai sumber terkait.
Melakukan analisis mendalam terhadap data penjualan (Sell In/Sell Out) untuk mengidentifikasi pola, tren, dan peluang pertumbuhan.
Membuat laporan rutin dan dashboard interaktif yang menyajikan kinerja penjualan, perbandingan target vs. aktual, dan metrik kunci lainnya.
Berpartisipasi dalam proyek-proyek peramalan penjualan (sales forecasting) dan analisis segmentasi pelanggan.
Menyajikan temuan analisis kepada manajemen dan tim penjualan dengan cara yang jelas dan mudah dipahami.

Kualifikasi:
Pendidikan minimal S1 Sistem Informasi, Teknik Informatika dan Ilmu Matematika
Diutamakan yang berpengalaman kerja minimal 1 tahun sebagai Sales Data Analyst atau Data Analyst
Terbuka juga untuk fresh graduate yang berminat terhadap Data Analysis dan terbiasa mengolah data dalam jumlah besar
Mahir mengolah data dalam jumlah besar menggunakan Excel (Pivot, HLookUp, VLookUp, IF, dll)
Mampu menggunakan setidaknya satu alat visualisasi data, seperti Power BI, Google Looker Studio atau Tableau
Memiliki pemahaman yang kuat tentang konsep dan metrik penjualan (misalnya, konversi, rata-rata nilai transaksi, retensi pelanggan)
Keterampilan analitis dan pemecahan masalah yang kuat, dengan perhatian terhadap detail
Kemampuan komunikasi yang sangat baik, baik lisan maupun tulisan, untuk menjelaskan hasil analisis kepada berbagai User
Mampu bekerja secara mandiri maupun kolaboratif dalam lingkungan yang dinamis
Penempatan di Kota Medan, Sumatera Utara

Benefit:
Transportasi Antar Jemput sekota Medan
Kepesertaan BPJS Ketenagakerjaan dan Kesehatan
Pelatihan pengembangan diri dan keterampilan untuk kesuksesan karier
Jika Anda adalah talenta yang sedang kami cari, segera kirimkan lamaran Anda dengan menekan tombol ""Quick Apply"" sekarang juga!",Not Available
114,Inventory Analyst,PT Oil States Indonesia,"Batam, Riau Islands",Posted 21h ago,"About us
With a strong track record of supporting customer success for over 75 years, Oil States Industries is a technology-focused and major global provider of integrated energy systems & solutions to oil and natural gas markets. At Oil States Industries, we cultivate a culture that recognizes our employees are our greatest asset. Together, we focus on innovation, teamwork, and our commitments to our customers. Our People embrace mutual respect, ethical behavior, and work-life balance in our relentless pursuit for growth, diversity as well as high standards in safety, quality, and performance. We now have an exciting career opportunity for an aspiring individual to make an impact, develop your capabilities and unleash your potential with Oil State Industries as an Inventory Analyst. This position will be based in Batam, Indonesia.
Responsibilities:
1.Responsible for accounting, control, and analysis of inventory
2.Develop, implements, and maintains appropriate procedures, processes, and systems to ensure inventory accounting is accomplished efficiently and timely.  Execute continuously improvements on stock control system for all locations.
3.Reconcile and review inventory sub ledger against general ledger and identify and investigate variances
4.Execute weekly cycle counting, co-ordinate with all respective departments and overseas locations for physical inventory counts, maintain strict records, reconcile discrepancies, and report inventory accuracy (by value and quantity) on a weekly basis.
5.Responsible for the annual year end physical inventory count and assist with the reconciliation of the physical inventory count to the book numbers. Co-ordinate stock recounts as needed.
6.Conduct training for all employees involved in cycle & annual physical inventory counts as well as inventory control.
7.Review and approve all material movement for all locations.
8.Review with sales and project team on open work orders on a monthly basis.
9.Close work orders and ensure all costs are accurate and complete.
10.Assist in reviewing the WIP vs Backlog report monthly.
11.Perform GRN for all service-related purchase orders
12.Supervise all physical GRN.
13.Assist in SOX audit and external audits.
Qualification:
•Minimum diploma qualification or with relevant years of experience.
•Minimum 3 years inventory control and basic accounting experience.
•Computer literate with knowledge of Microsoft Applications (Excel, Word).
•Excellent organizational and analytical skills.
•Good written and verbal english communication skills.",Not Available
115,Business Financial Analyst,PT Citra Tubindo Tbk,"Batam Kota, Riau Islands",Posted 7d ago,"About the Role
Support strategic and operational decision-making by providing accurate and timely business performance analysis, while ensuring compliance with global company policies and standards.
Key Responsibilities
Monitor and report key financial and operational performance indicators for SSC operations.
Analyze variances and support performance improvement initiatives across functional teams.
Facilitate budgeting and forecasting processes in coordination with business units.
Maintain dashboards and management reports to support decision-making.
Participate in digitalization and automation projects to improve business reporting and efficiency.
Contribute to annual budgeting and business forecasting.
Review CAPEX & OPEX and deliver actionable cost-efficiency insights.
Execute data extraction and cleansing from ERP systems (e.g., SAP).
Conduct benchmarking across plants or business units.
Perform root cause analysis on performance deviations.
Prepare management review materials and performance meeting content.
Initiate and monitor data-driven improvement projects.
Requirements
Bachelor's degree in Business, Engineering, or related field
Fluent in English; additional languages (e.g., Bahasa Indonesia, Mandarin) are a plus
3+ years in business performance, operations, or shared services roles in a manufacturing environment
Hands-on experience with ERP systems
Skilled in Excel and Power BI for dashboards, performance scorecards, and trend reporting
Competence in handling digital documentation and automated workflows
What We're Looking For
Proficient in finance service workflows
Analytical thinking for performance measurement, root-cause analysis, and variance reporting
Effective communication across departments and hierarchical levels
Attention to detail and accuracy
Strong time management and prioritization skills in handling multi-stream service requests
Critical attention to data accuracy and reporting integrity
Problem-solving mindset with an eye for process simplification and automation opportunities
Why Join Us
Opportunity to drive strategic talent initiatives
Exposure to organizational development and leadership programs
Collaborative and growth-oriented environment",Not Available
116,CRM Analyst (Customer Relationship Management),PT Lautan Luas Tbk,"West Jakarta, Jakarta",Posted 28d ago,"Job Description :
- Manage and maintain sales & customer data within the CRM system.
- Prepare periodic reports and ensure data accuracy & consistency.
- Analyze data to support sales performance and business decisions.
- Support CRM system improvement and process optimization.

Requirements :
- Bachelor’s degree in Statistics, Mathematics, Data Science, or related fields.
- Minimum 2–3 years of experience in CRM, data analysis, or similar roles.
- Strong skills in data compilation and analysis.
- Proficiency in Excel or other data processing tools.
- Detail-oriented with strong analytical and communication skills.",Not Available
117,Data Analyst,Trackerindo Anugerah Sejahtera CV,"Bandung, West Java",Posted 28d ago,"KUALIFIKASI:
Pendidikan minimal S1 di bidang Matematika, Statistika, atau jurusan terkait.
Memiliki pengalaman minimal 1–2 tahun di bidang retail analyst, merchandise analyst, inventory analyst, atau posisi terkait menjadi nilai tambah.
Menguasai Microsoft Excel (Pivot Table, VLOOKUP/XLOOKUP, IF, SUMIFS, dan formula analisa lainnya).
Memiliki kemampuan problem solving dan analytical thinking yang baik.
Mampu bekerja dengan deadline dan menangani beberapa laporan sekaligus.
Teliti, terorganisir, dan memiliki kemampuan follow-up yang baik.
Terbiasa bekerja sama dengan banyak divisi seperti showroom, gudang, dan produksi.

JOBDESC:
Mengumpulkan, mengolah, dan memperbarui data penjualan showroom secara berkala (harian, mingguan, dan bulanan).
Melakukan analisis data penjualan untuk menentukan kebutuhan produksi dan membuat RO (Repeat Order) bulanan.
Membuat analisis serta laporan kebutuhan produksi berdasarkan tren penjualan dan performa produk.
Melakukan update weekly income dan perencanaan penjualan/store performance.
Menganalisis performa produk best seller, slow moving, dan produk baru.
Membuat review dan evaluasi produk baru satu bulan setelah distribusi ke showroom/store.
Membuat dan menganalisa data RO per semester sesuai kebutuhan perusahaan.
Melakukan analisis item dan assortment produk untuk pembukaan showroom/store baru.
Memastikan akurasi data stock antara gudang dan showroom.
Membuat laporan analisa penjualan, stock, dan performa produk secara berkala.
Memberikan rekomendasi berdasarkan hasil analisa data untuk meningkatkan penjualan dan efektivitas distribusi barang.
Berkoordinasi dengan tim showroom, gudang, produksi, dan purchasing terkait kebutuhan data dan distribusi barang.
Menangani kebutuhan data adhoc dari management atau departemen terkait.",Rp 3.700.000 – Rp 4.200.000 per month
118,Data Engineering Intern,Danone Indonesia,"South Jakarta, Jakarta",Posted 2d ago,"✨ Danone Indonesia is looking for a Data Engineering Intern to join our IT & Data Team!
Kickstart your career in a dynamic environment and gain hands-on experience at our Head Office.
Key Responsibilities:
Analyze and enhance existing Power BI dashboards and reports
Modify and improve data visualization to support business needs
Develop new dashboard mock-ups and reporting solutions
Integrate Power BI with SQL databases using SQL Query and Power Query
Work on assigned projects with the Operations team, including real business use cases
Requirements:
Undergraduate student in Data Engineering, Data Science, Computer Science, or related field
Proficient in SQL Query and Power BI (mandatory)
Experience in data visualization and dashboard creation
Familiar with Microsoft Excel (e.g., VLOOKUP, data processing)
Knowledge of Excel Macros/VBA is an advantage
Strong analytical thinking and attention to detail
Willing to be placed at Danone Indonesia HO - RDTX (Hybrid 4 WFO & 1 WFH).
If you’re interested or know someone who fits this role, apply now and be part of our IT & Data Team!",Not Available
119,DATABASE ADMINISTRATOR,PT Jasuindo Tiga Perkasa Tbk,"Sidoarjo, East Java",Posted 3d ago,"Sasaran Jabatan:
Merancang dan memelihara database informasi perusahaan melalui proses analisa, instalasi, konfigurasi, optimalisasi agar mampu beroperasi optimal guna mendukung operasional perusahaan.

Uraian Tugas: 
Melakukan proses instalasi, setup, konfigurasi dan management database server dalam ruang lingkup kebutuhan perusahaan.
Membuat perencanaan terkait sistem keamanan database informasi perusahaan untuk melindungi data dan informasi dari kerusakan akibat serangan virus, mallware, dll termasuk kerusakan perangkat fisik media penyimpanan.
Melakukan analisa monitoring trafik dan penambahan volume database server dan juga data file server (capacity management).
Melakukan pencatatan ketidaksesuaian yang terjadi untuk dianalisa datanya dan dicari solusi atas ketidaksesuaian tersebut.
Melakukan optimalisasi database dan informasi perusahaan untuk menjaga kualitas layanan perusahaan dari sisi Teknologi Informasi.
Melakukan review berkala terhadap hak akses dari masing-masing user sesuai perencanaan dari bagian Information System terkait akses ke database dan dari bagian System Administrator terkait akses ke informasi perusahaan.
Menjamin keamanan data dan informasi yang meliputi Data-Authorization dan Data-Recovery terhadap pihak-pihak yang tidak berkepentingan atau kondisi-kondisi yang tidak diharapkan dengan cara melakukan prosedur backup secara teratur.
Membuat laporan secara berkala tentang kondisi database dan informasi perusahaan.
Memastikan proses Backup dan Restore terhadap database dan informasi perusahaan berjalan sesuai prosedur dan sudah dilakukan pengujian secara berkala akan keberhasilan proses backup maupun restore nya.
Spesifikasi Pekerja: 
S1 Teknik Informatika.
Berpengalaman di bidang Database Administrator minimal 3 tahun. 
Memiliki pengetahuan dan pemahaman tentang Enterprise Database (Oracle, SQL Server, Postgree, mySQL).
Memiliki pengetahuan dan pemahaman terkait Oracle Cloud Infrastructure, manajemen RDMS, dan Server Operating System (windows, server, linux).
Memiliki pemahaman dan penguasaan programming berbasis SQL.
Memiliki kemampuan analisa yang detail dan akurat.
Memiliki kemampuan bahasa inggris yang baik dalam lisan maupun tertulis.
Bersedia menjalani proses seleksi, tes serta penempatan kerja di SIDOARJO - JAWA TIMUR.",Not Available
120,Data Engineer,PT ROCKSTAR SPORTS SCHOOL,"West Jakarta, Jakarta",Posted 1d ago,"Job Descriptions:
Perform data exploration, data cleaning, data imputation, and feature engineering on unstructured and structured data.
Design, Develop and maintain report used for daily operation, management and analytics
Build the infrastructure for optimal extraction, transformation, and loading (ETL) of data from a wide variety of data sources.
Develop and maintain all data flows and prepare all ETL processes according to business requirements and incorporate all business requirements into all design specifications
Identifying, designing and implementing internal process improvements including re-designing infrastructure for greater scalability, optimizing data delivery, and automating manual processes 
Build analytics tools that utilize the data pipeline to provide actionable insights
Explore ways to enhance data quality and reliability Explore ways to enhance data quality and reliability
Document all test procedures for systems and processes              

Job Requirements:
Bachelor's degree from computer science or related fields, or equivalent software engineering experience.
Advanced SQL knowledge and experience working with relational databases, query authoring (SQL). Preferably on MS SQL
Advanced Knowledge in reporting service tools. Preferably Microsoft SSRS
Advanced Knowledge in ETL / data pipeline applications. Preferably Microsoft SSIS.
Experienced in performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement.
Have an understanding and experience regarding the reporting dashboard and data warehouse concepts
Experienced in object-oriented/object function scripting languages: Python, Java, C#,C++, 
Proficiency in source control i.e. Git.
Got 2+ years of experience in Data Engineering role.
Familiar with Azure ETL product like Azure Data Factory, Azure Synapse, Azure Datalake, Azure Devops would be a great addition.",Rp 10.000.000 – Rp 15.000.000 per month
121,Data Engineer,AME Mineral Economics Pty Ltd,"South Jakarta, Jakarta",Posted 5d ago,"Role: Data Engineer
Location: Jakarta
Position Type: Full-time
Reports to: CTO
About AME Group
AME Group is a leading provider of consulting and research services to the Metals & Mining and Coal & Consumable Fuels industries. Drawing on more than 50 years of industry expertise, we deliver bespoke consulting engagements, subscription research, and software-as-a-service products to clients globally.
About the Role
We are looking for a Data Engineer to design, implement, and maintain the reliable data pipelines that bring data into AME’s research and software products. You will collect and process data from a range of public APIs into a centralized blob storage and database environment, ensuring it is ingested efficiently, transformed cleanly, and made accessible for downstream analysis and reporting.
This role works hands-on with Python-based ETL pipelines, workflow orchestration in Apache Airflow (our data orchestration platform), and cloud storage on Azure. You will work closely with our research team, data scientists, and software developers to make sure the data they depend on is available, accurate, and usable.
A significant part of this role involves managing geospatial data, so you will also work with GIS datasets in Microsoft SQL Server and ArcGIS Server alongside the core pipeline work.
A Data Engineer is primarily responsible for:
Designing and maintaining the ETL/ELT pipelines that ingest data from public APIs into blob storage and relational databases
Keeping those pipelines reliable through monitoring, logging, and validation
Structuring and transforming data so it is ready for downstream analysis, reporting, and web applications
Managing and maintaining geospatial (GIS) datasets within our SQL Server and ArcGIS Server environment
Documenting data sources, transformations, and orchestration logic clearly
Key Responsibilities
Design and implement robust ETL/ELT pipelines to extract data from multiple public APIs and load it into blob storage and relational databases
Build and manage scheduled workflows in Apache Airflow, our data orchestration platform
Handle complex API integrations, including authentication flows (OAuth2, API keys), pagination, and rate limiting
Structure data in blob storage (e.g. Azure Blob) for efficient downstream access
Transform and load data into structured SQL databases for analytics and access by web applications
Manage and maintain geospatial (GIS) data in Microsoft SQL Server and ArcGIS Server, ensuring it is accurate and accessible to downstream applications
Implement monitoring, logging, and validation to ensure data integrity and pipeline reliability
Work closely with data scientists and software developers to ensure data availability and usability
Maintain clear documentation for data sources, transformations, and orchestration logic
Qualification and Experience
This is a hands-on, production-focused data engineering role. You will spend your time building and maintaining real pipelines that the business depends on, working directly with code, APIs, and cloud infrastructure rather than through managed, no-code tooling. You do not need a background in our industry. However, candidates looking for a purely analytical or reporting role, or who are not comfortable writing production code and working with version control and the command line, will not be progressed.
Required
Bachelor’s degree in Computer Science, Data Engineering, or a related field (or equivalent practical experience)
3+ years building data pipelines in a production environment
Strong understanding of ETL/ELT architecture, API data ingestion, and data modeling principles
Hands-on experience with Azure
Experience working with geospatial/GIS data in Microsoft SQL Server and ArcGIS Server
Clear communication, including explaining technical concepts to non-technical stakeholders
A naturally analytical, detail-oriented mindset with a proactive approach to monitoring and data accuracy
Highly Desirable
Experience integrating data from open economic and financial APIs (e.g. World Bank, IMF, OECD, UN Data, FRED)
Familiarity with large structured and semi-structured datasets (JSON, CSV, Parquet) and associated performance considerations
Experience building incremental ingestion or change data capture (CDC) pipelines
An interest in, or exposure to, the resources, commodities, or research data domain
Technical Skills
Languages: Python and SQL (Microsoft T-SQL)
Orchestration: Apache Airflow
Geospatial: GIS data in Microsoft SQL Server and ArcGIS Server
RESTful API integration (authentication, pagination, error handling)
Azure Blob Storage
Familiarity with version control (Git) and CI/CD pipelines
Fluent written and spoken English (essential)
What We Offer
Modern, central office near to public transport and key amenities
Competitive salary
Health Care
Lunch
13 months salary",Not Available
122,Data Engineer,FKS Group,"Tangerang, Banten",Posted 18d ago,"Placement : Cikokol, Tangerang.
Level : Sr Supervisor

Requirements:
Minimum bachelor degree of any major
Minimum 5 years working experience in related field
Experienced in using SQL / PostgreSQL or similar tools
Experienced in SSIS / Airflow / Cloudera / Alteryx / Informatica / Snowflake or similar tools
Proven experience in consolidating multiple data sources into data warehouse / data marts
Proven experience in developing data pipeline and maintaining ETL tools
Good understanding of data engineering and data modeling concepts

Job Description:
Perform end-to-end data warehouse development
Design customer data structure to allow the program to be used for multiple entities under the same platform
Create functional design documents to ensure developers works and builds in efficient way
Developing and maintaining databases, data systems - reorganizing data in readable format
Develop and applies analytical algorithms and methods where possible with a view of driving and enhancing data systems and streamlining business processes.",Not Available
